person_home_ownership,loan_intent,loan_grade,person_age,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,person_income,person_emp_length,cb_person_default_on_file
OWN,PERSONAL,C,30,12000,13.57,0,0.11,10,110000,14,Y
MORTGAGE,MEDICAL,A,27,4200,6.76,0,0.1,9,42000,0,N
RENT,DEBTCONSOLIDATION,B,29,8000,0,1,0.36,5,22000,0,N
MORTGAGE,PERSONAL,B,32,10000,10.36,0,0.12,6,82000,13,N
RENT,EDUCATION,D,32,2200,15.65,0,0.04,9,50004,5,Y
MORTGAGE,VENTURE,A,29,10000,7.14,0,0.15,8,67000,13,N
RENT,MEDICAL,B,28,10000,9.91,0,0.22,5,45000,1,N
MORTGAGE,EDUCATION,B,27,6000,9.99,0,0.13,6,46800,5,N
MORTGAGE,PERSONAL,B,27,2000,9.91,0,0.01,10,231252,1,N
MORTGAGE,PERSONAL,B,28,10750,10.75,0,0.28,8,38196,5,N
RENT,EDUCATION,D,28,15000,0,1,0.46,10,32568,3,N
MORTGAGE,HOMEIMPROVEMENT,A,29,4700,7.14,0,0.04,9,120000,10,N
OWN,HOMEIMPROVEMENT,A,33,3500,0,0,0.05,5,66000,16,N
RENT,VENTURE,B,29,9000,12.42,0,0.12,6,77800,2,N
RENT,PERSONAL,A,31,6000,7.49,0,0.09,6,68000,1,N
MORTGAGE,HOMEIMPROVEMENT,D,29,12000,15.65,0,0.23,9,52000,6,Y
MORTGAGE,DEBTCONSOLIDATION,B,30,12000,10.38,0,0.22,10,55000,3,N
MORTGAGE,PERSONAL,B,29,8000,11.99,0,0.11,8,75000,9,N
MORTGAGE,MEDICAL,D,35,9600,14.61,1,0.13,6,62475,5,Y
MORTGAGE,PERSONAL,D,29,35000,14.91,0,0.15,6,240000,11,N
OWN,VENTURE,A,35,8000,7.66,0,0.2,7,40000,5,N
RENT,MEDICAL,B,27,13000,10.99,0,0.28,6,47000,1,N
MORTGAGE,PERSONAL,D,27,25000,13.36,1,0.22,6,116000,4,N
MORTGAGE,DEBTCONSOLIDATION,A,32,2000,7.9,0,0.03,8,61000,3,N
MORTGAGE,HOMEIMPROVEMENT,A,30,13200,0,0,0.23,5,58000,2,N
RENT,MEDICAL,C,33,6000,13.49,1,0.17,6,35600,1,Y
RENT,VENTURE,C,29,2000,14.72,0,0.06,5,34000,13,N
RENT,EDUCATION,A,31,5000,5.42,0,0.15,7,34000,3,N
MORTGAGE,PERSONAL,A,28,5000,7.88,0,0.05,7,95000,5,N
RENT,EDUCATION,B,29,21000,10.65,0,0.18,5,117000,6,N
MORTGAGE,EDUCATION,B,27,1200,10.37,0,0.02,9,61000,11,N
MORTGAGE,MEDICAL,C,30,7400,13.11,0,0.12,8,60000,8,N
MORTGAGE,DEBTCONSOLIDATION,A,30,12000,8.94,0,0.13,6,95000,6,N
MORTGAGE,HOMEIMPROVEMENT,D,33,17000,16.07,0,0.28,9,60000,1,N
MORTGAGE,MEDICAL,D,33,25000,16,1,0.29,5,72250,0,Y
RENT,EDUCATION,B,32,5000,11.49,1,0.16,8,31000,0,N
MORTGAGE,HOMEIMPROVEMENT,A,29,5000,0,0,0.09,10,55000,9,N
MORTGAGE,HOMEIMPROVEMENT,C,30,9600,14.17,0,0.13,9,72000,7,N
MORTGAGE,DEBTCONSOLIDATION,A,27,5000,6.54,0,0.03,5,156000,11,N
MORTGAGE,MEDICAL,C,29,15000,12.99,0,0.05,6,280000,6,Y
RENT,PERSONAL,A,31,4750,5.99,0,0.08,8,60000,2,N
RENT,EDUCATION,B,35,7050,8.88,0,0.09,10,80000,0,N
RENT,EDUCATION,D,27,6000,15.31,0,0.18,10,33996,8,N
RENT,MEDICAL,B,35,3000,11.48,0,0.06,7,52000,2,N
RENT,MEDICAL,B,31,3000,10.95,0,0.1,8,30000,2,N
MORTGAGE,PERSONAL,B,31,15000,11.12,0,0.07,5,201000,3,N
RENT,DEBTCONSOLIDATION,C,31,8750,12.68,0,0.15,7,59000,2,N
MORTGAGE,HOMEIMPROVEMENT,B,29,20000,11.83,0,0.24,6,84000,1,N
MORTGAGE,VENTURE,C,32,13000,12.53,0,0.24,10,54000,9,Y
OWN,PERSONAL,A,29,10000,6.92,0,0.1,8,100000,13,N
MORTGAGE,DEBTCONSOLIDATION,D,28,25000,15.37,1,0.39,6,64900,12,N
RENT,HOMEIMPROVEMENT,D,27,11000,15.99,1,0.13,5,85500,1,Y
MORTGAGE,DEBTCONSOLIDATION,A,31,28000,8.9,0,0.23,6,120000,6,N
RENT,HOMEIMPROVEMENT,A,28,10000,6.54,0,0.17,9,60000,4,N
RENT,DEBTCONSOLIDATION,C,27,6000,12.84,1,0.19,8,31500,10,N
MORTGAGE,MEDICAL,C,31,25000,13.57,0,0.1,6,260000,6,Y
OWN,VENTURE,C,32,7000,12.68,0,0.17,5,40000,2,N
RENT,PERSONAL,C,27,6400,13.23,0,0.13,5,50000,4,Y
RENT,VENTURE,C,33,3600,15.27,0,0.05,9,74400,15,N
MORTGAGE,VENTURE,C,30,15000,13.47,0,0.11,9,139008,2,N
OWN,VENTURE,C,33,2000,14.79,0,0.14,10,14400,0,N
RENT,PERSONAL,C,28,1700,0,0,0.04,9,40000,1,Y
MORTGAGE,HOMEIMPROVEMENT,B,29,7800,10.36,0,0.15,9,52000,6,N
MORTGAGE,MEDICAL,D,27,12000,15.95,1,0.18,10,56525,4,N
MORTGAGE,DEBTCONSOLIDATION,A,33,5000,7.49,0,0.05,5,101000,8,N
RENT,PERSONAL,C,27,5300,14.65,0,0.12,7,43218,11,Y
RENT,DEBTCONSOLIDATION,C,30,6000,12.68,0,0.08,5,75000,2,Y
MORTGAGE,MEDICAL,A,32,10000,8.59,0,0.08,10,122004,13,N
MORTGAGE,VENTURE,A,27,10000,7.51,0,0.12,6,82000,11,N
RENT,PERSONAL,C,28,8000,14.65,1,0.24,9,33000,12,N
RENT,EDUCATION,B,33,11975,9.99,1,0.4,5,30000,3,N
RENT,MEDICAL,A,34,12000,7.9,1,0.07,8,148750,3,N
MORTGAGE,MEDICAL,B,27,10000,10.65,0,0.1,7,104000,11,N
OWN,HOMEIMPROVEMENT,B,27,8000,12.53,0,0.2,5,39996,1,N
RENT,EDUCATION,D,28,2000,16.89,1,0.04,5,50000,2,N
RENT,DEBTCONSOLIDATION,B,28,12000,11.11,0,0.3,7,40000,12,N
RENT,MEDICAL,C,27,2550,14.27,0,0.1,9,25200,0,N
RENT,PERSONAL,B,32,6400,10.99,0,0.08,8,80000,1,N
RENT,MEDICAL,B,30,1850,11.99,0,0.04,6,42000,0,N
RENT,EDUCATION,B,29,6025,10.65,0,0.13,6,48000,6,N
RENT,PERSONAL,D,29,12000,16.49,0,0.18,7,65000,4,N
MORTGAGE,MEDICAL,A,28,5000,6.99,0,0.07,9,70000,13,N
RENT,VENTURE,C,29,6000,15.96,1,0.14,9,42996,5,N
MORTGAGE,MEDICAL,A,29,1500,6.03,0,0.03,5,60000,2,N
OWN,VENTURE,B,31,6200,11.14,0,0.26,10,24000,0,N
MORTGAGE,MEDICAL,A,27,9000,7.14,0,0.09,5,99000,4,N
MORTGAGE,PERSONAL,B,27,22000,10.62,0,0.11,7,207182,11,N
RENT,EDUCATION,A,27,8000,8.59,0,0.1,8,78500,6,N
MORTGAGE,DEBTCONSOLIDATION,C,31,10000,13.61,0,0.15,6,65000,3,N
MORTGAGE,DEBTCONSOLIDATION,B,33,5300,11.49,0,0.07,9,71000,4,N
MORTGAGE,PERSONAL,B,29,6000,10.25,0,0.06,6,99000,1,N
MORTGAGE,DEBTCONSOLIDATION,B,27,14000,0,0,0.06,6,225000,1,N
RENT,PERSONAL,B,30,3500,11.11,0,0.14,6,25000,0,N
RENT,DEBTCONSOLIDATION,B,30,7000,11.49,1,0.12,10,56400,1,N
MORTGAGE,VENTURE,A,29,2000,7.43,0,0.03,7,67992,0,N
MORTGAGE,HOMEIMPROVEMENT,A,33,13000,7.51,0,0.09,9,140000,6,N
MORTGAGE,EDUCATION,A,33,4200,8.94,0,0.05,6,90000,5,N
RENT,MEDICAL,A,30,5000,0,0,0.08,8,60000,8,N
RENT,PERSONAL,C,29,8000,12.99,0,0.08,8,99000,3,Y
MORTGAGE,HOMEIMPROVEMENT,B,27,15000,9.88,0,0.3,5,50000,3,N
RENT,VENTURE,A,35,3600,7.51,0,0.04,7,85000,1,N
OWN,MEDICAL,A,35,3700,9.32,1,0.25,5,15000,3,N
RENT,DEBTCONSOLIDATION,B,34,5000,10.36,0,0.17,10,29152,0,N
MORTGAGE,EDUCATION,A,33,9200,0,0,0.14,6,66500,1,N
RENT,EDUCATION,D,28,9600,14.61,0,0.23,9,42000,3,N
RENT,VENTURE,A,31,10000,7.66,0,0.15,9,64900,2,N
MORTGAGE,EDUCATION,C,27,15000,13.79,0,0.32,6,47380,11,N
RENT,VENTURE,D,29,5400,16,1,0.12,9,44000,2,Y
RENT,MEDICAL,D,27,20000,16,1,0.2,5,83300,11,Y
RENT,VENTURE,C,34,5400,13.16,0,0.11,6,50725,1,Y
RENT,MEDICAL,B,35,8000,10.99,0,0.21,7,37440,2,N
MORTGAGE,DEBTCONSOLIDATION,A,35,6500,5.42,0,0.1,7,65000,0,N
RENT,EDUCATION,B,31,10000,10.74,0,0.23,5,43288,7,N
RENT,EDUCATION,A,32,12000,7.51,0,0.1,9,120000,11,N
RENT,HOMEIMPROVEMENT,B,28,10000,9.2,0,0.13,8,77250,1,N
RENT,PERSONAL,A,30,12000,8.9,0,0.17,9,71000,2,N
RENT,DEBTCONSOLIDATION,C,29,2500,14.35,0,0.03,8,73000,7,Y
MORTGAGE,EDUCATION,B,31,15500,9.25,0,0.09,9,168000,2,N
RENT,EDUCATION,C,33,20000,13.04,1,0.38,9,53004,0,Y
RENT,MEDICAL,B,32,20000,10.75,0,0.2,8,101000,3,N
RENT,EDUCATION,D,29,4500,15.05,1,0.38,9,12000,1,N
RENT,PERSONAL,D,31,6000,15.62,0,0.12,6,50000,4,Y
MORTGAGE,HOMEIMPROVEMENT,A,27,2500,8.07,0,0.02,10,110000,4,N
RENT,DEBTCONSOLIDATION,C,28,10000,12.87,1,0.42,8,24000,0,N
MORTGAGE,EDUCATION,C,30,17525,12.72,0,0.12,7,151800,14,Y
RENT,MEDICAL,B,34,3500,10,0,0.06,6,63504,0,N
RENT,DEBTCONSOLIDATION,C,27,12000,13.23,0,0.18,9,67000,5,Y
RENT,DEBTCONSOLIDATION,C,33,6500,0,0,0.3,5,21600,2,Y
MORTGAGE,HOMEIMPROVEMENT,A,27,2500,5.42,0,0.05,10,49200,4,N
MORTGAGE,MEDICAL,A,29,8000,7.14,0,0.1,7,80400,13,N
RENT,HOMEIMPROVEMENT,B,30,18000,12.18,0,0.18,10,101500,2,N
OWN,EDUCATION,D,27,9600,14.09,0,0.18,10,51996,8,N
OWN,PERSONAL,A,28,1000,7.4,0,0.03,7,31000,0,N
RENT,VENTURE,B,32,6300,9.91,0,0.13,6,49000,16,N
MORTGAGE,MEDICAL,C,28,5000,13.23,0,0.08,6,64000,3,N
RENT,PERSONAL,D,29,10000,15.33,0,0.16,7,63000,5,Y
RENT,PERSONAL,C,31,8000,14.22,0,0.13,5,64000,9,Y
RENT,PERSONAL,B,27,4000,10.74,0,0.13,10,31000,0,N
RENT,VENTURE,C,27,7200,0,0,0.09,10,84000,8,N
MORTGAGE,HOMEIMPROVEMENT,A,35,6000,7.49,0,0.2,6,30720,4,N
OWN,PERSONAL,A,27,12000,6.03,0,0.27,5,45000,9,N
MORTGAGE,DEBTCONSOLIDATION,B,35,15000,9.88,0,0.16,9,94000,9,N
MORTGAGE,VENTURE,A,27,12000,6.62,0,0.24,8,50000,0,N
MORTGAGE,HOMEIMPROVEMENT,B,30,5000,0,0,0.05,7,110000,12,N
MORTGAGE,EDUCATION,B,33,10000,9.91,0,0.26,8,38400,0,N
MORTGAGE,MEDICAL,B,29,4000,0,0,0.13,7,30000,3,N
RENT,EDUCATION,B,28,12000,9.91,0,0.09,10,140000,3,N
MORTGAGE,VENTURE,C,31,25000,13.85,0,0.09,7,275000,9,N
OWN,HOMEIMPROVEMENT,B,34,3000,9.99,0,0.11,5,28000,1,N
RENT,PERSONAL,D,28,11500,14.46,1,0.46,10,25200,5,N
RENT,MEDICAL,C,32,6000,13.22,0,0.1,6,59363,2,Y
RENT,PERSONAL,D,29,9000,16.77,0,0.28,8,32000,5,N
RENT,VENTURE,D,27,8400,0,1,0.17,5,49600,2,Y
MORTGAGE,HOMEIMPROVEMENT,E,27,17500,17.93,0,0.19,5,92300,6,N
OWN,VENTURE,B,35,24000,11.83,0,0.15,9,160000,10,N
MORTGAGE,VENTURE,B,27,17000,8.88,0,0.17,9,98000,11,N
OWN,VENTURE,A,30,5500,8,0,0.17,8,32004,4,N
RENT,MEDICAL,A,30,3000,7.14,0,0.07,5,40000,5,N
MORTGAGE,EDUCATION,C,32,7500,10.78,0,0.09,10,85000,1,Y
RENT,HOMEIMPROVEMENT,B,29,6500,10.74,0,0.09,5,75000,6,N
MORTGAGE,DEBTCONSOLIDATION,A,29,12000,7.49,0,0.22,8,55000,5,N
RENT,MEDICAL,B,28,5000,11.12,1,0.06,8,71400,5,N
RENT,EDUCATION,A,35,11000,0,0,0.13,9,82863,14,N
RENT,VENTURE,D,29,15000,14.96,1,0.25,10,61000,2,N
RENT,VENTURE,A,27,22000,6.91,0,0.12,8,190000,5,N
MORTGAGE,VENTURE,C,27,15000,12.84,0,0.15,8,102000,1,N
RENT,EDUCATION,A,34,9000,5.79,0,0.11,10,84000,3,N
OWN,MEDICAL,C,33,3500,13.16,1,0.19,5,18720,0,N
MORTGAGE,DEBTCONSOLIDATION,A,28,11000,7.49,0,0.13,7,82500,12,N
RENT,VENTURE,B,29,3000,12.69,1,0.17,5,18000,2,N
MORTGAGE,DEBTCONSOLIDATION,D,30,25000,15.33,1,0.19,6,130500,1,N
RENT,HOMEIMPROVEMENT,D,30,24250,15.65,0,0.23,7,105000,4,N
RENT,VENTURE,C,28,5000,12.53,0,0.09,5,55000,3,Y
RENT,DEBTCONSOLIDATION,B,29,4000,10.37,1,0.21,6,19200,4,N
MORTGAGE,DEBTCONSOLIDATION,F,28,25000,18.62,1,0.38,9,65007,4,Y
RENT,PERSONAL,C,35,2500,14.35,0,0.12,5,21600,1,Y
MORTGAGE,PERSONAL,B,32,5600,11.58,0,0.09,5,65000,6,N
MORTGAGE,PERSONAL,A,35,4500,9.32,0,0.04,8,101400,11,N
MORTGAGE,HOMEIMPROVEMENT,A,31,8000,7.49,0,0.15,9,55000,9,N
RENT,MEDICAL,C,31,2000,14.72,1,0.19,6,10800,4,Y
RENT,VENTURE,A,27,2800,7.49,0,0.06,10,48000,4,N
OWN,VENTURE,B,27,10825,10.99,0,0.24,6,44630,10,N
RENT,VENTURE,B,30,8000,11.12,0,0.11,8,71000,8,N
MORTGAGE,EDUCATION,B,27,4000,11.71,0,0.04,8,106000,11,N
MORTGAGE,PERSONAL,E,34,5000,17.56,0,0.04,8,130000,5,Y
MORTGAGE,VENTURE,B,31,8875,11.99,0,0.12,8,72500,12,N
MORTGAGE,VENTURE,A,30,5750,7.43,0,0.05,10,125000,14,N
MORTGAGE,VENTURE,B,35,8000,11.49,0,0.05,8,165000,3,N
RENT,EDUCATION,E,33,12000,15.68,0,0.1,8,125004,3,N
MORTGAGE,PERSONAL,A,27,8800,7.29,0,0.09,8,103000,8,N
RENT,PERSONAL,A,32,5000,7.91,0,0.2,8,25200,0,N
MORTGAGE,PERSONAL,B,28,4000,12.69,0,0.09,5,43500,12,N
RENT,PERSONAL,B,27,4975,10.37,0,0.17,9,30000,5,N
RENT,EDUCATION,B,31,2550,11.36,0,0.04,9,66000,9,N
MORTGAGE,EDUCATION,E,28,9000,16.95,1,0.04,8,225000,11,Y
MORTGAGE,DEBTCONSOLIDATION,B,35,20000,12.21,0,0.24,9,85000,0,N
MORTGAGE,MEDICAL,C,33,32000,15.23,1,0.59,7,54000,7,Y
RENT,VENTURE,A,33,8200,7.88,0,0.19,9,42996,2,N
MORTGAGE,MEDICAL,A,32,9600,6.76,0,0.19,10,50000,5,N
OWN,HOMEIMPROVEMENT,F,27,14000,18.09,0,0.45,9,31200,0,Y
MORTGAGE,PERSONAL,B,29,4000,10.99,0,0.07,8,55000,11,N
RENT,MEDICAL,B,31,13350,12.42,1,0.31,9,43000,15,N
MORTGAGE,DEBTCONSOLIDATION,C,28,2150,10.78,1,0.19,6,11029,12,Y
RENT,VENTURE,B,27,5000,12.42,0,0.05,8,100000,11,N
RENT,PERSONAL,B,32,4000,9.99,0,0.1,8,40000,2,N
MORTGAGE,VENTURE,B,32,6000,8.88,0,0.06,9,98056,10,N
MORTGAGE,MEDICAL,A,29,7500,7.49,1,0.14,7,54000,8,N
MORTGAGE,VENTURE,A,31,12000,7.88,0,0.09,7,140000,15,N
RENT,MEDICAL,C,33,12000,13.57,0,0.29,6,42000,3,Y
MORTGAGE,MEDICAL,A,28,12000,6.91,0,0.15,6,80004,5,N
MORTGAGE,DEBTCONSOLIDATION,B,28,20000,9.45,0,0.45,8,44500,5,N
RENT,PERSONAL,B,31,8900,10,0,0.08,5,116400,3,N
MORTGAGE,HOMEIMPROVEMENT,B,29,25000,11.86,0,0.63,6,40000,13,N
RENT,EDUCATION,A,29,6000,7.88,0,0.1,8,59000,3,N
MORTGAGE,VENTURE,A,29,4000,7.14,0,0.06,5,71000,4,N
RENT,EDUCATION,B,28,12000,11.11,0,0.29,9,42000,0,N
OWN,HOMEIMPROVEMENT,A,29,12000,7.51,0,0.16,8,75000,3,N
RENT,HOMEIMPROVEMENT,A,27,12800,7.29,0,0.12,5,104000,8,N
RENT,EDUCATION,B,28,4000,10.99,0,0.2,10,20000,5,N
MORTGAGE,MEDICAL,C,35,2000,11.97,0,0.04,10,48000,8,N
RENT,MEDICAL,C,29,10800,13.57,1,0.34,5,32000,6,N
MORTGAGE,VENTURE,A,34,10000,7.29,0,0.19,7,54000,5,N
MORTGAGE,VENTURE,C,27,18000,13.48,0,0.19,5,95000,11,N
MORTGAGE,MEDICAL,A,29,10000,6.99,0,0.14,10,70000,13,N
OWN,PERSONAL,A,27,6400,9.32,0,0.16,9,40000,11,N
RENT,MEDICAL,B,33,2000,0,0,0.03,5,57500,2,N
MORTGAGE,VENTURE,C,31,22000,12.73,0,0.59,6,37000,12,Y
MORTGAGE,VENTURE,B,33,3500,10.65,0,0.06,10,55000,7,N
RENT,EDUCATION,B,33,15000,9.88,1,0.38,9,40000,15,N
RENT,DEBTCONSOLIDATION,A,27,4800,7.14,0,0.18,5,27180,0,N
RENT,MEDICAL,D,31,10000,14.42,0,0.28,9,36000,4,Y
MORTGAGE,MEDICAL,A,31,9800,6.62,0,0.14,7,72000,6,N
RENT,PERSONAL,A,35,8000,7.9,1,0.31,6,26000,3,N
MORTGAGE,VENTURE,B,27,6625,0,0,0.09,9,75000,4,N
RENT,EDUCATION,C,33,9000,14.65,1,0.09,9,103000,0,Y
MORTGAGE,DEBTCONSOLIDATION,A,31,7000,8,0,0.11,7,65200,7,N
MORTGAGE,HOMEIMPROVEMENT,A,34,12000,7.88,0,0.25,10,47300,3,N
MORTGAGE,VENTURE,A,28,15600,5.99,0,0.18,7,86000,12,N
OWN,MEDICAL,E,28,20400,17.74,1,0.4,6,51000,2,Y
OWN,MEDICAL,D,29,10000,17.58,0,0.22,6,45000,0,Y
MORTGAGE,EDUCATION,C,29,10000,0,0,0.18,5,56700,9,Y
OWN,HOMEIMPROVEMENT,A,32,15000,7.51,0,0.34,5,44500,3,N
MORTGAGE,HOMEIMPROVEMENT,A,33,3700,6.39,0,0.06,6,62000,3,N
MORTGAGE,DEBTCONSOLIDATION,B,29,7000,9.91,0,0.11,6,66000,10,N
RENT,MEDICAL,B,32,6000,10.37,0,0.05,9,114000,17,N
OWN,PERSONAL,B,30,18000,10.75,0,0.22,5,81120,3,N
MORTGAGE,DEBTCONSOLIDATION,C,30,11200,13.49,1,0.17,6,66000,14,N
RENT,PERSONAL,C,29,20000,13.72,0,0.22,8,92000,2,Y
MORTGAGE,EDUCATION,C,30,10000,0,0,0.2,5,50000,0,N
MORTGAGE,VENTURE,A,33,4250,5.42,0,0.06,5,72000,6,N
OWN,VENTURE,B,28,23000,11.83,0,0.14,5,160000,12,N
RENT,PERSONAL,C,35,1000,13.49,0,0.01,8,76000,2,N
MORTGAGE,MEDICAL,A,27,3800,6.03,0,0.04,8,85000,12,N
RENT,VENTURE,B,31,20000,12.42,0,0.2,9,100000,6,N
MORTGAGE,PERSONAL,A,30,7000,8.9,0,0.1,8,70000,9,N
MORTGAGE,PERSONAL,A,30,6400,8.94,0,0.14,7,45600,0,N
MORTGAGE,VENTURE,B,34,28000,11.71,0,0.45,7,62000,18,N
RENT,HOMEIMPROVEMENT,A,31,6000,7.51,1,0.08,8,78996,5,N
RENT,MEDICAL,A,32,9000,7.51,0,0.2,5,46000,4,N
RENT,DEBTCONSOLIDATION,C,29,15000,15.27,1,0.23,10,64000,3,N
MORTGAGE,DEBTCONSOLIDATION,C,27,35000,12.99,0,0.22,10,157544,8,Y
OWN,EDUCATION,B,27,16750,10.59,0,0.49,6,34000,1,N
RENT,HOMEIMPROVEMENT,C,29,12000,13.16,0,0.17,5,71000,1,Y
MORTGAGE,DEBTCONSOLIDATION,B,30,15000,11.83,0,0.42,10,36000,7,N
MORTGAGE,DEBTCONSOLIDATION,A,27,4500,7.51,0,0.05,10,84906,11,N
RENT,VENTURE,F,28,14000,19.04,0,0.28,5,50000,7,Y
RENT,VENTURE,B,30,21000,12.62,0,0.14,9,150000,2,N
RENT,PERSONAL,C,32,3000,13.48,0,0.12,5,25000,0,N
MORTGAGE,PERSONAL,C,34,2500,13.49,0,0.05,5,55000,6,N
MORTGAGE,VENTURE,A,28,11000,5.79,0,0.1,5,110000,3,N
RENT,VENTURE,D,29,5000,14.96,1,0.12,5,42000,0,Y
MORTGAGE,VENTURE,D,30,12000,14.42,1,0.39,9,31000,3,N
MORTGAGE,DEBTCONSOLIDATION,D,30,14400,14.54,1,0.13,10,114132,1,N
MORTGAGE,VENTURE,A,32,10000,7.14,0,0.18,6,56000,5,N
RENT,HOMEIMPROVEMENT,C,32,20000,13.22,0,0.22,10,90000,11,Y
RENT,HOMEIMPROVEMENT,B,33,6000,10.39,0,0.1,9,61000,0,N
RENT,DEBTCONSOLIDATION,B,27,3000,11.48,0,0.08,8,38500,1,N
RENT,MEDICAL,A,27,7000,6.99,0,0.12,8,60000,8,N
RENT,HOMEIMPROVEMENT,D,33,1200,16.29,0,0.02,9,68736,8,N
MORTGAGE,MEDICAL,A,31,13600,7.88,0,0.2,5,68000,15,N
MORTGAGE,VENTURE,B,27,20000,11.99,0,0.2,9,100970,5,N
RENT,EDUCATION,B,31,8000,11.11,0,0.23,10,35142,0,N
MORTGAGE,HOMEIMPROVEMENT,B,28,18000,10.99,0,0.17,10,103992,3,N
MORTGAGE,DEBTCONSOLIDATION,A,29,35000,8.9,0,0.29,6,120000,2,N
RENT,VENTURE,E,28,4000,18.64,1,0.1,5,41000,11,Y
RENT,HOMEIMPROVEMENT,B,28,20000,9.96,0,0.27,9,73992,2,N
RENT,VENTURE,A,27,5500,6.91,0,0.27,8,20400,3,N
RENT,DEBTCONSOLIDATION,F,34,2500,21.36,1,0.09,7,28800,0,N
OWN,MEDICAL,C,29,4200,12.99,0,0.12,8,35000,11,N
MORTGAGE,DEBTCONSOLIDATION,B,31,15000,0,0,0.21,9,73000,3,N
RENT,MEDICAL,B,27,2800,10.65,1,0.18,7,15600,11,N
RENT,VENTURE,C,32,4500,13.11,0,0.17,5,27000,5,Y
MORTGAGE,MEDICAL,B,29,4000,11.86,0,0.06,6,70000,7,N
MORTGAGE,EDUCATION,B,33,10000,10.99,0,0.29,9,35000,3,N
RENT,HOMEIMPROVEMENT,B,27,12075,12.42,0,0.07,10,170000,3,N
RENT,HOMEIMPROVEMENT,C,30,7500,0,1,0.22,8,34000,1,Y
RENT,PERSONAL,B,30,4800,12.69,0,0.09,10,51000,14,N
MORTGAGE,DEBTCONSOLIDATION,D,34,25000,16.32,1,0.1,9,263004,2,Y
OWN,VENTURE,D,31,2500,14.74,0,0.14,7,17676,1,Y
OWN,PERSONAL,C,31,25000,13.57,0,0.29,10,86500,0,Y
OWN,HOMEIMPROVEMENT,D,28,15000,14.84,0,0.07,8,209000,4,N
RENT,DEBTCONSOLIDATION,C,35,20000,13.85,0,0.2,5,102000,3,N
MORTGAGE,VENTURE,B,33,6000,11.11,0,0.07,8,80000,9,N
RENT,EDUCATION,A,27,20000,7.49,0,0.25,9,80000,3,N
MORTGAGE,EDUCATION,C,34,15000,11.78,0,0.22,7,68000,1,Y
MORTGAGE,VENTURE,C,33,2000,14.22,1,0.05,9,44400,3,Y
RENT,VENTURE,B,32,4750,10.37,0,0.24,7,20000,3,N
MORTGAGE,VENTURE,A,33,5000,6.99,0,0.07,7,72000,0,N
MORTGAGE,MEDICAL,A,30,1500,7.9,0,0.01,10,102540,6,N
RENT,PERSONAL,B,27,3000,11.83,0,0.07,9,42000,1,N
MORTGAGE,MEDICAL,A,29,10000,0,0,0.06,7,175000,2,N
RENT,DEBTCONSOLIDATION,A,30,12000,6.03,0,0.23,5,53000,4,N
OWN,MEDICAL,A,35,10000,8.94,0,0.01,8,762000,8,N
RENT,MEDICAL,B,28,6000,12.69,0,0.05,8,112000,1,N
MORTGAGE,MEDICAL,D,27,25000,15.95,1,0.23,9,91800,5,N
MORTGAGE,DEBTCONSOLIDATION,G,29,25000,20.16,1,0.42,9,60000,13,Y
MORTGAGE,MEDICAL,A,34,10000,6.91,0,0.09,8,108000,0,N
MORTGAGE,EDUCATION,A,32,12000,8.59,0,0.09,5,130000,0,N
RENT,DEBTCONSOLIDATION,D,28,20000,15.31,1,0.19,8,108000,2,Y
MORTGAGE,VENTURE,B,30,7000,9.91,0,0.05,9,130000,14,N
MORTGAGE,HOMEIMPROVEMENT,A,28,3000,6.76,0,0.1,9,30000,4,N
OWN,VENTURE,D,32,8000,16.02,0,0.24,8,33600,0,N
MORTGAGE,MEDICAL,C,28,15000,12.98,0,0.18,8,82000,0,Y
RENT,VENTURE,E,33,10000,16.4,0,0.2,10,50800,16,Y
RENT,MEDICAL,A,32,10000,8.49,1,0.4,10,25000,1,N
RENT,DEBTCONSOLIDATION,D,27,5775,14.91,1,0.19,10,30996,4,N
RENT,VENTURE,A,32,8325,6.62,1,0.44,10,19000,1,N
OWN,VENTURE,B,29,9725,12.12,0,0.19,7,50000,8,N
OWN,MEDICAL,B,34,16000,10.99,0,0.16,10,98000,19,N
MORTGAGE,PERSONAL,A,27,6000,7.74,0,0.08,7,75400,3,N
RENT,MEDICAL,B,28,10000,11.11,0,0.28,8,36000,0,N
RENT,VENTURE,B,31,7500,11.48,0,0.13,6,56400,1,N
RENT,DEBTCONSOLIDATION,A,34,13050,7.66,0,0.14,6,92500,4,N
RENT,MEDICAL,C,27,10175,12.99,1,0.07,6,124100,3,N
MORTGAGE,EDUCATION,B,34,8400,11.71,0,0.17,10,48000,7,N
MORTGAGE,PERSONAL,B,28,27400,10.99,0,0.25,8,108000,6,N
MORTGAGE,MEDICAL,E,27,20000,0,1,0.19,9,91800,11,Y
MORTGAGE,EDUCATION,A,32,4000,7.49,0,0.09,5,45000,7,N
RENT,MEDICAL,C,30,5000,12.73,1,0.11,8,45000,11,Y
RENT,VENTURE,B,34,15000,10.99,1,0.43,5,35000,2,N
RENT,DEBTCONSOLIDATION,A,30,5500,7.74,0,0.14,10,40000,1,N
RENT,EDUCATION,A,28,7800,7.9,0,0.11,8,70000,1,N
RENT,EDUCATION,C,30,15000,13.06,1,0.4,10,37600,2,Y
